scaffold	name1	name2	coverage_overlap	compared_bases_count	percent_genome_compared	length	consensus_SNPs	population_SNPs	conANI	popANI
kraken:taxid|29388|NZ_AP014956.1	SRR14346317.sorted.bam	SRR14346536.sorted.bam	0.0256628919342363	1294	0.0005219189839761	2479312	25	25	0.9806800618238022	0.9806800618238022
kraken:taxid|747|NZ_CP015569.1	SRR14346317.sorted.bam	SRR14346536.sorted.bam	0.0092400288221082	218	8.614605470827705e-05	2530586	1	1	0.9954128440366972	0.9954128440366972
kraken:taxid|1725|NZ_CP046322.1	SRR14346317.sorted.bam	SRR14346536.sorted.bam	0.0	0	0.0	2816211	0	0		
kraken:taxid|1272|NZ_CP059343.1	SRR14346317.sorted.bam	SRR14346536.sorted.bam	0.0	0	0.0	2823038	0	0		
kraken:taxid|1282|NZ_LR735437.1	SRR14346317.sorted.bam	SRR14346536.sorted.bam	0.0003762638805201	853	0.0003336544708721	2556537	17	17	0.9800703399765534	0.9800703399765534
kraken:taxid|1747|NZ_CP033718.1	SRR14346317.sorted.bam	SRR14346536.sorted.bam	0.0061116952515746	3040	0.0012182747626367	2495332	47	47	0.9845394736842106	0.9845394736842106
kraken:taxid|33040|NZ_LR134307.1	SRR14346317.sorted.bam	SRR14346536.sorted.bam	0.0	0	0.0	1890902	0	0		
kraken:taxid|76860|NZ_CP029207.1	SRR14346317.sorted.bam	SRR14346536.sorted.bam	0.0	0	0.0	1980997	0	0		
kraken:taxid|71999|NZ_CP012507.1	SRR14346317.sorted.bam	SRR14346536.sorted.bam	0.0	0	0.0	2854447	0	0		
kraken:taxid|1286|NZ_LT963435.1	SRR14346317.sorted.bam	SRR14346536.sorted.bam	0.0836704033283254	724	0.0002606892494129	2777253	0	0	1.0	1.0
kraken:taxid|199591|NZ_CP035810.1	SRR14346317.sorted.bam	SRR14346536.sorted.bam	0.0	0	0.0	3179618	0	0		
kraken:taxid|562|NZ_CP026399.1	SRR14346317.sorted.bam	SRR14346536.sorted.bam	0.0257929592192401	148	2.8042507894534403e-05	5277702	9	9	0.9391891891891893	0.9391891891891893
kraken:taxid|1326|NZ_LT906454.1	SRR14346317.sorted.bam	SRR14346536.sorted.bam	0.0073309590038214	282	0.0001209879308103	2330811	0	0	1.0	1.0
kraken:taxid|1280|NZ_CP013953.1	SRR14346317.sorted.bam	SRR14346536.sorted.bam	0.0214124990926907	590	0.0001996516586146	2955147	29	29	0.9508474576271186	0.9508474576271186
kraken:taxid|2594913|NZ_CP038157.1	SRR14346317.sorted.bam	SRR14346536.sorted.bam	0.0	0	0.0	2362885	0	0		
kraken:taxid|38289|NZ_LS483459.1	SRR14346317.sorted.bam	SRR14346536.sorted.bam	0.0	0	0.0	2414649	0	0		
kraken:taxid|1396|NZ_CP115307.1	SRR14346317.sorted.bam	SRR14346536.sorted.bam	0.0	0	0.0	5317157	0	0		
kraken:taxid|573|NZ_AP024568.1	SRR14346317.sorted.bam	SRR14346536.sorted.bam	0.0	0	0.0	5287432	0	0		
kraken:taxid|1290|NZ_LT963442.1	SRR14346317.sorted.bam	SRR14346536.sorted.bam	0.0104794616570867	299	0.0001337305593112	2235839	10	10	0.9665551839464884	0.9665551839464884
kraken:taxid|1274|NZ_CP008889.1	SRR14346317.sorted.bam	SRR14346536.sorted.bam	0.0	0	0.0	3029021	0	0		
kraken:taxid|29382|NZ_LT963440.1	SRR14346544.sorted.bam	SRR14346252.sorted.bam	0.0	0	0.0	2712839	0	0		
kraken:taxid|1329|NZ_CP053790.1	SRR14346544.sorted.bam	SRR14346252.sorted.bam	0.0112830966885533	476	0.0002211764356023	2152128	16	16	0.9663865546218487	0.9663865546218487
kraken:taxid|2202828|NZ_CP029551.1	SRR14346544.sorted.bam	SRR14346252.sorted.bam	0.0036213738105328	94	1.6968443208515994e-05	5539695	0	0	1.0	1.0
kraken:taxid|29394|NZ_CP040412.1	SRR14346544.sorted.bam	SRR14346252.sorted.bam	0.0	0	0.0	1904333	0	0		
kraken:taxid|29388|NZ_AP014956.1	SRR14346544.sorted.bam	SRR14346252.sorted.bam	0.0	0	0.0	2479312	0	0		
kraken:taxid|1280|NZ_CP013953.1	SRR14346544.sorted.bam	SRR14346252.sorted.bam	0.0	0	0.0	2955147	0	0		
kraken:taxid|1340|NZ_LR594052.1	SRR14346544.sorted.bam	SRR14346252.sorted.bam	0.035765215903257	627	0.0003216862722563	1949104	20	20	0.9681020733652312	0.9681020733652312
kraken:taxid|1336|NC_011134.1	SRR14346544.sorted.bam	SRR14346252.sorted.bam	0.0	0	0.0	2024171	0	0		
kraken:taxid|1286|NZ_LT963435.1	SRR14346544.sorted.bam	SRR14346252.sorted.bam	0.0	0	0.0	2777253	0	0		
kraken:taxid|223967|NZ_CP039546.1	SRR14346544.sorted.bam	SRR14346252.sorted.bam	0.0	0	0.0	5395646	0	0		
kraken:taxid|1747|NZ_CP033718.1	SRR14346544.sorted.bam	SRR14346252.sorted.bam	0.0004991298951827	111	4.448305876733036e-05	2495332	0	0	1.0	1.0
kraken:taxid|29442|NZ_CP020369.1	SRR14346544.sorted.bam	SRR14346252.sorted.bam	0.0	0	0.0	6856683	0	0		
kraken:taxid|1282|NZ_LR735437.1	SRR14346544.sorted.bam	SRR14346252.sorted.bam	0.0	0	0.0	2556537	0	0		
kraken:taxid|361101|NZ_LR595858.1	SRR14346544.sorted.bam	SRR14346252.sorted.bam	0.0157419354838709	183	8.627118947698917e-05	2121218	3	3	0.9836065573770492	0.9836065573770492
kraken:taxid|149016|NZ_LR134323.1	SRR14346544.sorted.bam	SRR14346252.sorted.bam	0.0093146586891487	274	0.0001277985074626	2144000	15	15	0.9452554744525548	0.9452554744525548
kraken:taxid|1396|NZ_CP115307.1	SRR14346544.sorted.bam	SRR14346252.sorted.bam	0.0	0	0.0	5317157	0	0		
kraken:taxid|1272|NZ_CP059343.1	SRR14346544.sorted.bam	SRR14346252.sorted.bam	0.0127852790058549	107	3.790242993541001e-05	2823038	5	5	0.9532710280373832	0.9532710280373832
kraken:taxid|1326|NZ_LT906454.1	SRR14346544.sorted.bam	SRR14346252.sorted.bam	0.0258133283900268	557	0.0002389726151112	2330811	23	23	0.9587073608617596	0.9587073608617596
kraken:taxid|1282|NZ_LR735437.1	SRR14346508.sorted.bam	SRR14346379.sorted.bam	0.0	0	0.0	2556537	0	0		
kraken:taxid|1290|NZ_LT963442.1	SRR14346508.sorted.bam	SRR14346379.sorted.bam	0.0	0	0.0	2235839	0	0		
kraken:taxid|1842539|NZ_CP016464.1	SRR14346508.sorted.bam	SRR14346379.sorted.bam	0.0	0	0.0	4911382	0	0		
kraken:taxid|1747|NZ_CP033718.1	SRR14346508.sorted.bam	SRR14346379.sorted.bam	0.0011392058420812	312	0.0001250334624811	2495332	1	1	0.9967948717948718	0.9967948717948718
kraken:taxid|29382|NZ_LT963440.1	SRR14346508.sorted.bam	SRR14346379.sorted.bam	0.2243436754176611	658	0.0002425503319585	2712839	0	0	1.0	1.0
kraken:taxid|2202828|NZ_CP029551.1	SRR14346508.sorted.bam	SRR14346379.sorted.bam	0.0	0	0.0	5539695	0	0		
kraken:taxid|29388|NZ_AP014956.1	SRR14346508.sorted.bam	SRR14346379.sorted.bam	0.0	0	0.0	2479312	0	0		
kraken:taxid|1286|NZ_LT963435.1	SRR14346508.sorted.bam	SRR14346379.sorted.bam	0.0695187165775401	169	6.085149606463653e-05	2777253	0	0	1.0	1.0
kraken:taxid|29382|NZ_LT963440.1	SRR14346587.sorted.bam	SRR14346551.sorted.bam	0.245658087465997	1174	0.0004327569752572	2712839	0	0	1.0	1.0
kraken:taxid|1747|NZ_CP033718.1	SRR14346587.sorted.bam	SRR14346551.sorted.bam	0.0	0	0.0	2495332	0	0		
kraken:taxid|29442|NZ_CP020369.1	SRR14346587.sorted.bam	SRR14346551.sorted.bam	0.4049459041731066	262	3.821089585153637e-05	6856683	0	0	1.0	1.0
kraken:taxid|1286|NZ_LT963435.1	SRR14346587.sorted.bam	SRR14346551.sorted.bam	0.3683476644201719	1585	0.0005707078181209	2777253	0	0	1.0	1.0
kraken:taxid|1310|NZ_CP029490.1	SRR14346496.sorted.bam	SRR14346497.sorted.bam	0.113384909741286	1363	0.0006199481390412	2198571	40	34	0.9706529713866472	0.97505502567865
kraken:taxid|1336|NC_011134.1	SRR14346496.sorted.bam	SRR14346497.sorted.bam	0.2738573340982979	4296	0.002122350335026	2024171	98	83	0.9771880819366852	0.9806797020484171
kraken:taxid|2594913|NZ_CP038157.1	SRR14346496.sorted.bam	SRR14346497.sorted.bam	0.0	0	0.0	2362885	0	0		
kraken:taxid|38289|NZ_LS483459.1	SRR14346496.sorted.bam	SRR14346497.sorted.bam	0.0	0	0.0	2414649	0	0		
kraken:taxid|1280|NZ_CP013953.1	SRR14346496.sorted.bam	SRR14346497.sorted.bam	0.0673545428489538	235	7.952227080412582e-05	2955147	0	0	1.0	1.0
kraken:taxid|562|NZ_CP026399.1	SRR14346496.sorted.bam	SRR14346497.sorted.bam	0.0005915445841033	2465	0.0004670593375677	5277702	56	56	0.9772819472616632	0.9772819472616632
kraken:taxid|96344|NZ_CP069811.1	SRR14346496.sorted.bam	SRR14346497.sorted.bam	0.1756487025948103	176	6.264896928207129e-05	2809304	9	9	0.9488636363636364	0.9488636363636364
kraken:taxid|162426|NZ_CP025299.1	SRR14346496.sorted.bam	SRR14346497.sorted.bam	0.0	0	0.0	3624793	0	0		
kraken:taxid|33040|NZ_LR134307.1	SRR14346496.sorted.bam	SRR14346497.sorted.bam	0.0379754957989933	9469	0.0050076630095055	1890902	236	190	0.9750765656352308	0.979934523180906
kraken:taxid|29388|NZ_AP014956.1	SRR14346496.sorted.bam	SRR14346497.sorted.bam	0.6405813622114562	11239	0.0045331124118303	2479312	190	155	0.9830945813684492	0.986208737432156
kraken:taxid|1747|NZ_CP033718.1	SRR14346496.sorted.bam	SRR14346497.sorted.bam	0.0	0	0.0	2495332	0	0		
kraken:taxid|1282|NZ_LR735437.1	SRR14346496.sorted.bam	SRR14346497.sorted.bam	0.0	0	0.0	2556537	0	0		
kraken:taxid|29394|NZ_CP040412.1	SRR14346496.sorted.bam	SRR14346497.sorted.bam	0.0322496749024707	248	0.0001302293243881	1904333	8	3	0.967741935483871	0.9879032258064516
kraken:taxid|747|NZ_CP015569.1	SRR14346496.sorted.bam	SRR14346497.sorted.bam	0.0077869349169797	257	0.0001015575048625	2530586	10	0	0.9610894941634242	1.0
kraken:taxid|149016|NZ_LR134323.1	SRR14346496.sorted.bam	SRR14346497.sorted.bam	0.2822608973335462	8839	0.0041226679104477	2144000	187	168	0.9788437606064034	0.9809933250367688
kraken:taxid|34073|NZ_CP102931.1	SRR14346496.sorted.bam	SRR14346497.sorted.bam	0.0	0	0.0	7294742	0	0		
kraken:taxid|305|NZ_CP052068.1	SRR14346496.sorted.bam	SRR14346497.sorted.bam	0.2050705377223471	1003	0.000258957529416	3873222	60	45	0.9401794616151544	0.955134596211366
kraken:taxid|573|NZ_AP024568.1	SRR14346496.sorted.bam	SRR14346497.sorted.bam	0.0178591236827509	161	3.0449564174064084e-05	5287432	0	0	1.0	1.0
kraken:taxid|1286|NZ_LT963435.1	SRR14346496.sorted.bam	SRR14346497.sorted.bam	0.5545792497465359	3282	0.0011817432549357	2777253	9	8	0.9972577696526508	0.9975624619134674
kraken:taxid|1283|NZ_CP092476.1	SRR14346496.sorted.bam	SRR14346497.sorted.bam	0.0	0	0.0	2536380	0	0		
kraken:taxid|38305|NZ_CP004353.1	SRR14346496.sorted.bam	SRR14346497.sorted.bam	0.0	0	0.0	2931780	0	0		
kraken:taxid|1272|NZ_CP059343.1	SRR14346496.sorted.bam	SRR14346497.sorted.bam	0.0544692737430167	117	4.144471310694365e-05	2823038	0	0	1.0	1.0
kraken:taxid|29382|NZ_LT963440.1	SRR14346496.sorted.bam	SRR14346497.sorted.bam	0.6359223300970874	4192	0.0015452446680396	2712839	0	0	1.0	1.0
kraken:taxid|1326|NZ_LT906454.1	SRR14346496.sorted.bam	SRR14346497.sorted.bam	0.257799671592775	7379	0.0031658508562041	2330811	177	160	0.9760130098929394	0.9783168451009622
kraken:taxid|361101|NZ_LR595858.1	SRR14346496.sorted.bam	SRR14346497.sorted.bam	0.0452640402347024	1458	0.0006873409522265	2121218	18	17	0.9876543209876544	0.9883401920438958
kraken:taxid|29442|NZ_CP020369.1	SRR14346496.sorted.bam	SRR14346497.sorted.bam	0.1087680355160932	294	4.2877875497525554e-05	6856683	0	0	1.0	1.0
kraken:taxid|76860|NZ_CP029207.1	SRR14346496.sorted.bam	SRR14346497.sorted.bam	0.022327918653565	5483	0.0027677982349291	1980997	151	131	0.972460331935072	0.9761079700893672
kraken:taxid|1340|NZ_LR594052.1	SRR14346496.sorted.bam	SRR14346497.sorted.bam	0.2071718600301108	4541	0.0023297884566446	1949104	113	110	0.975115613301035	0.9757762607355208
kraken:taxid|28450|NZ_CP009545.1	SRR14346496.sorted.bam	SRR14346497.sorted.bam	0.3211115399459668	1664	0.0004250040291097	3915257	96	85	0.9423076923076924	0.9489182692307692
kraken:taxid|1329|NZ_CP053790.1	SRR14346496.sorted.bam	SRR14346497.sorted.bam	0.3430266084520965	16656	0.0077393166205727	2152128	268	221	0.983909702209414	0.9867315081652256
kraken:taxid|1396|NZ_CP115307.1	SRR14346496.sorted.bam	SRR14346497.sorted.bam	0.3107072205736894	2513	0.0004726209889984	5317157	87	75	0.9653800238758456	0.9701551929964186
kraken:taxid|29382|NZ_LT963440.1	SRR14346401.sorted.bam	SRR14346319.sorted.bam	0.0364126770060687	54	1.9905346391732057e-05	2712839	0	0	1.0	1.0
kraken:taxid|1747|NZ_CP033718.1	SRR14346401.sorted.bam	SRR14346319.sorted.bam	0.0	0	0.0	2495332	0	0		
kraken:taxid|1290|NZ_LT963442.1	SRR14346474.sorted.bam	SRR14346518.sorted.bam	0.0	0	0.0	2235839	0	0		
kraken:taxid|1286|NZ_LT963435.1	SRR14346474.sorted.bam	SRR14346518.sorted.bam	0.5984598459845984	3264	0.0011752620305028	2777253	1	1	0.9996936274509804	0.9996936274509804
kraken:taxid|28450|NZ_CP009545.1	SRR14346474.sorted.bam	SRR14346518.sorted.bam	0.0905233380480905	192	4.903892643573589e-05	3915257	2	2	0.9895833333333334	0.9895833333333334
kraken:taxid|651|NZ_CP038445.1	SRR14346474.sorted.bam	SRR14346518.sorted.bam	0.0	0	0.0	4683582	0	0		
kraken:taxid|38305|NZ_CP004353.1	SRR14346474.sorted.bam	SRR14346518.sorted.bam	0.0	0	0.0	2931780	0	0		
kraken:taxid|1272|NZ_CP059343.1	SRR14346474.sorted.bam	SRR14346518.sorted.bam	0.5852253082862741	5078	0.0017987713945047	2823038	58	47	0.9885781803859788	0.9907443875541552
kraken:taxid|33040|NZ_LR134307.1	SRR14346474.sorted.bam	SRR14346518.sorted.bam	0.225478998713013	40471	0.0214030129536062	1890902	593	362	0.9853475328012652	0.991055323565022
